emp_no,first_name,last_name,title,salary
410640,Marc,Matzen,Senior Staff,58164
410659,Valeri,Shiratori,Staff,40000
410662,Piyush,Luon,Staff,101742
410668,Yishay,McDermid,Senior Engineer,68138
410669,Chiranjit,Zeilberger,Senior Staff,60971
410671,Jinya,Esteva,Senior Engineer,40000
410675,Arve,Blokdijk,Engineer,40000
410699,Hideo,Litvinov,Senior Staff,61089
410704,Shaz,Gruenwald,Senior Engineer,41699
410708,Volkmar,Hartvigsen,Senior Staff,40000
410720,Akeno,Pargas,Staff,51928
410723,Elgin,Thimonier,Staff,77419
410729,Gererd,Schiper,Senior Engineer,51300
410738,Stein,Covnot,Staff,41236
410743,Marke,Schmezko,Senior Engineer,44650
410744,Murthy,Papsdorf,Senior Staff,59276
410745,Seshu,Thorensen,Engineer,40000
410760,Oksana,Brender,Engineer,40000
410767,Charlene,Halevi,Senior Engineer,53976
410774,Mabo,Doering,Senior Engineer,64292
410775,Luerbio,Thebaut,Staff,90376
410786,Werner,Crouzet,Senior Staff,96525
410798,Fumiyo,Plumb,Senior Engineer,51953
410824,Satosi,Warwick,Senior Staff,103671
410831,Xiaobin,Baer,Staff,67971
410836,Dinah,Farrar,Senior Staff,40448
410850,Ohad,Ramsay,Engineer,47350
410856,Nishit,Glowinski,Senior Engineer,50559
410862,Shigenori,Shobatake,Senior Engineer,42257
410866,Fun,Rodite,Senior Engineer,47911
410873,Tremaine,Skogmar,Staff,40641
410887,Nagui,Stassinopoulos,Senior Staff,40000
410889,Hsiangchu,Smailagic,Engineer,49073
410890,Mads,Gelosh,Staff,62480
410893,Fusako,Schlumberger,Senior Staff,40000
410896,Sergi,Chaudhuri,Senior Staff,83546
410898,Sahrah,Luon,Senior Staff,66156
410902,Masaki,Perng,Engineer,40000
410903,Zhilian,Yeung,Engineer,40000
410914,Mang,Schnabel,Senior Engineer,41446
410920,Hitofumi,Lupu,Senior Engineer,40000
410927,Uzi,Atchley,Engineer,61100
410932,Seongbin,Lamma,Engineer,40000
410934,Lihong,Asrin,Senior Engineer,40000
410939,Panayotis,Coullard,Assistant Engineer,53487
410941,Gennadi,Theuretzbacher,Engineer,40852
410945,Zito,Gustavson,Engineer,40000
410951,Sampalli,Schmittgen,Senior Engineer,43073
410956,Vishu,Piancastelli,Senior Staff,56527
410971,Nigel,Kragelund,Assistant Engineer,51882
410990,Jayesh,Mahnke,Senior Engineer,46232
410996,Kristen,Seiwald,Senior Engineer,44713
411001,Zengping,Chachaty,Engineer,57574
411010,Collette,Benaini,Engineer,40000
411016,Yurij,Itzfeldt,Senior Engineer,40000
411024,Bowen,Syrzycki,Senior Staff,61803
411028,Parto,Rosti,Staff,40000
411030,Slavian,Kulisch,Senior Engineer,40000
411051,Richara,Atrawala,Senior Engineer,40000
411053,Shigeichiro,Theuretzbacher,Senior Engineer,40000
411055,Pragnesh,Yurek,Senior Engineer,54867
411072,Chaoyi,Anguita,Senior Staff,66706
411075,Billur,Kaminger,Senior Staff,41898
411078,Georg,Morton,Senior Staff,40000
411080,Phule,Heinisuo,Senior Engineer,58517
411097,Ranga,Besancenot,Technique Leader,40000
411108,Pranav,Mawatari,Senior Staff,40537
411109,Qingxiang,Cappello,Staff,40000
411138,Saddek,Orlowski,Senior Staff,62936
411149,Mads,Matzke,Assistant Engineer,77952
411152,Teruyuki,Schahn,Senior Staff,40159
411155,Ult,Kavanagh,Senior Engineer,40000
411160,Rafols,Barinka,Senior Staff,84020
411173,Anoosh,Edelhoff,Senior Engineer,51485
411179,Gill,Perelgut,Senior Engineer,76232
411189,Hilary,Fargier,Senior Staff,57336
411191,Tiina,Beilner,Senior Engineer,52877
411193,Dhritiman,Schicker,Technique Leader,47484
411202,Navin,Condotta,Staff,68992
411222,Yechezkel,Kakkad,Senior Staff,41341
411226,Zvonko,Couchot,Senior Engineer,43417
411251,Kensei,Luit,Senior Engineer,40000
411252,Gaetan,Stafford,Senior Staff,61195
411255,George,Lores,Engineer,40000
411265,Rafols,Poulakidas,Technique Leader,65800
411267,Nalini,Naudin,Senior Engineer,60591
411273,Leif,Eickenmeyer,Senior Staff,70845
411276,Kasturi,Stanfel,Engineer,40000
411278,Pranav,Munke,Senior Engineer,40000
411279,Radoslaw,Geffroy,Technique Leader,40000
411284,Perry,Lubachevsky,Engineer,67085
411311,Wayne,Pero,Engineer,40000
411314,Boutros,Goodrum,Senior Staff,57520
411316,Byong,Journel,Engineer,65940
411319,Munenori,Desikan,Senior Engineer,40000
411320,Spyrose,Liesche,Senior Engineer,40000
411328,Alejandra,Szilard,Senior Engineer,48513
411330,Gennady,Akaboshi,Senior Engineer,50959
411348,Georgi,Falster,Senior Staff,40000
411350,Marsal,Baba,Staff,40416
411366,Hatim,Schwaller,Senior Engineer,40000
411377,Arto,Junet,Staff,71801
411385,Utz,Huhdanpaa,Senior Staff,41508
411391,Cristinel,Sabnani,Engineer,48772
411395,Guther,Kaminger,Staff,43656
411403,Stein,Masand,Staff,53508
411412,Hairong,Schaar,Senior Engineer,42348
411423,Mohua,Passafiume,Senior Staff,73831
411424,Uta,Janocha,Senior Engineer,40000
411427,Alagu,Mansanne,Senior Engineer,40000
411428,Sverrir,Speckmann,Engineer,41383
411436,Akeel,Bael,Senior Engineer,46843
411439,Petter,Petereit,Senior Staff,40000
411440,Karlis,Doering,Engineer,40000
411451,Gretta,Chinal,Engineer,40000
411470,Arnd,Lanzelotte,Senior Staff,47382
411483,Uri,Crooks,Technique Leader,54154
411489,Arup,Pramanik,Engineer,40000
411497,Lein,Lorin,Senior Staff,55799
411512,Mats,Cappelli,Senior Staff,61237
411524,Chinhyun,Nollmann,Senior Engineer,42737
411530,Gio,Zizka,Engineer,47462
411545,Pranav,Sadowsky,Senior Engineer,40000
411550,Lobel,Thibadeau,Senior Engineer,61367
411558,Mariusz,Bridgland,Staff,42490
411566,Radhia,Plesums,Senior Staff,68175
411586,Mara,Ducloy,Senior Engineer,40000
411587,Spyrose,Kambil,Senior Staff,40000
411588,Elzbieta,Verspoor,Senior Staff,40000
411592,Arie,Bhattacharjee,Senior Staff,52432
411597,Divier,Rahier,Senior Engineer,49002
411608,Elliott,Jumpertz,Senior Engineer,48643
411612,Miomir,Zweizig,Senior Engineer,40000
411615,Guther,Karlin,Senior Engineer,55275
411616,Bodh,Chinin,Staff,40000
411617,Spyrose,Belinskaya,Senior Staff,40000
411618,Naftaly,Lung,Senior Engineer,65278
411623,Heon,Peron,Technique Leader,40000
411626,Georg,Angiulli,Engineer,40000
411655,Nahum,Valette,Senior Engineer,54786
411663,Bodo,Eugenio,Engineer,40000
411668,Tetsushi,Anguita,Engineer,40000
411669,Taegyun,Constantine,Senior Staff,63088
411670,Falguni,Emiris,Senior Staff,65014
411684,Mara,Ravishankar,Senior Engineer,52623
411714,Sangeeta,DiGiano,Senior Engineer,40000
411718,Weidon,Krybus,Senior Engineer,48370
411719,Fumino,Sambasivam,Senior Engineer,45626
411720,Vasiliy,Ballarin,Assistant Engineer,40000
411721,Aleksander,Muchinsky,Senior Engineer,51992
411734,Tse,Krychniak,Senior Staff,71264
411742,Tesuya,Syrzycki,Technique Leader,40000
411746,Jianhui,Callaway,Senior Staff,51428
411747,Yongmin,Munck,Engineer,61381
411748,Barton,Michaels,Senior Staff,69391
411758,Josyula,Velasco,Engineer,44104
411759,Prasadram,Biros,Senior Engineer,40000
411767,Patricia,Beeson,Senior Engineer,53390
411773,Jouko,Magliocco,Senior Staff,40000
411784,Leandro,Katalagarianos,Staff,40000
411786,Maren,Beutelspacher,Engineer,40000
411789,Frederique,Sevcikova,Engineer,52470
411794,Amabile,Kakkar,Senior Staff,40000
411796,Rildo,Bultermann,Senior Engineer,50666
411797,Josyula,Bondorf,Senior Staff,50974
411810,Karsten,Ballarin,Senior Engineer,40000
411813,Premal,Hammerschmidt,Senior Staff,61444
411820,Nathan,Benantar,Senior Staff,40000
411823,Susanna,Usery,Senior Staff,40000
411826,Mani,Pews,Senior Staff,50997
411827,Shietung,Vidal,Senior Engineer,46556
411849,Elliott,Braccini,Technique Leader,79662
411867,Mana,Bressoud,Senior Engineer,48525
411869,Serenella,Sherertz,Senior Staff,79059
411879,Amstein,Kulisch,Senior Staff,54872
411881,Jiang,Jording,Senior Staff,72599
411882,Youjian,Akazan,Senior Staff,40000
411887,Mack,Beetstra,Senior Staff,47707
411891,Karsten,Beeson,Technique Leader,40000
411894,Thodoros,Scallan,Engineer,40000
411905,Basim,Cronin,Senior Staff,63770
411908,Leaf,Fadgyas,Senior Staff,64039
411913,Shmuel,Baranowski,Senior Engineer,49972
411915,Urs,Tzvieli,Engineer,40000
411921,Sadun,Buescher,Senior Staff,41751
411922,Oscal,Munro,Staff,66237
411932,Gregory,Flasterstein,Engineer,64810
411943,Steen,Neiman,Technique Leader,45550
411948,Eldridge,Rijsenbrij,Senior Staff,87558
411949,Uli,Gischer,Senior Staff,90138
411957,Kokou,Klyachko,Senior Engineer,55048
411964,Eishiro,Fairtlough,Engineer,43729
411971,Sugwoo,Magalhaes,Senior Staff,40000
411982,Mrinalini,Krychniak,Senior Engineer,40000
411987,Pranay,Zielinski,Engineer,40000
411990,Luigi,Renear,Senior Staff,112709
411996,Kagan,Kornatzky,Staff,66982
411998,Shiv,Molenaar,Senior Staff,55416
412008,Irene,Bach,Senior Engineer,52759
412010,Taegyun,Pietrzykowski,Senior Engineer,52970
412024,Mihalis,Heinisuo,Engineer,40000
412027,Aiman,Atchley,Senior Staff,40000
412043,Sajjan,Androutsos,Senior Staff,40000
412050,Marie,Malabarba,Staff,66758
412054,Georgy,Ramaiah,Senior Staff,40000
412059,Aran,Genther,Engineer,49163
412072,Bezalel,Rindone,Senior Staff,64550
412076,Phillip,Heijenga,Assistant Engineer,55095
412089,Kenton,Marakhovsky,Senior Staff,40000
412093,Avishai,Engelmann,Senior Staff,91917
412095,Kellyn,Benveniste,Senior Staff,66222
412097,Sivanarayana,DasSarma,Senior Engineer,45125
412104,Premal,Hettesheimer,Senior Staff,67406
412109,Tadanori,Naumovich,Senior Engineer,40000
412113,Rafail,Bardell,Senior Engineer,53266
412115,Becky,Zielinski,Engineer,41545
412116,Tze,Worfolk,Engineer,40000
412125,Neelam,Asmuth,Senior Engineer,40000
412135,Ung,Falck,Staff,79153
412136,Caolyn,Reeker,Senior Staff,40000
412147,Gadiel,Soloway,Senior Staff,85220
412158,Kokou,Vandervoorde,Staff,48263
412159,Arne,Aumann,Staff,52189
412160,Manton,Czaja,Engineer,42956
412162,Sedat,Pettis,Senior Staff,61835
412171,Sarita,Kaelbling,Senior Engineer,65240
412190,Thanasis,Vecchio,Engineer,40000
412211,Paraskevi,Douceur,Assistant Engineer,46692
412228,Yoshinari,Milicia,Engineer,62680
412234,Khalid,Pintelas,Engineer,53317
412236,Marek,Setiz,Staff,40000
412243,Sarita,Gammage,Senior Staff,67266
412248,Shooichi,Rahier,Engineer,40000
412263,Jaihie,Kulisch,Engineer,40000
412264,Augustine,Goodrum,Senior Staff,40000
412266,Marsal,Attimonelli,Senior Staff,60656
412271,Ekawit,Hiyoshi,Senior Engineer,40000
412282,Nitsan,Cromarty,Senior Staff,54292
412288,Jackson,Narwekar,Senior Engineer,40000
412303,Sanjai,Kusakari,Staff,88490
412304,Tiina,Khamsi,Senior Engineer,42857
412309,Reinhold,Munawer,Engineer,40000
412316,Dinkar,Pellegrinelli,Senior Staff,66770
412322,Joydip,Back,Staff,61784
412323,Nahum,Janocha,Senior Staff,52501
412324,Abdulla,Tokunaga,Senior Staff,40000
412326,Macha,Goodrum,Senior Staff,64121
412327,Zine,England,Senior Staff,40000
412345,Zeljko,Luef,Senior Engineer,40000
412368,Duangkaew,Garrabrants,Senior Engineer,42153
412371,Elzbieta,Delgrossi,Senior Staff,67197
412380,Keiichiro,Remmers,Senior Engineer,40000
412388,Garnet,Kavvadias,Senior Staff,49594
412393,Phillip,Bernardinello,Engineer,50374
412395,Karoline,Heydon,Senior Staff,87329
412412,Lijia,Lamba,Senior Engineer,40000
412416,Mahmut,Bashian,Senior Engineer,80535
412419,Pranas,Thorensen,Staff,40000
412432,Jinya,Conte,Assistant Engineer,40000
412441,Billur,Rassart,Senior Staff,55202
412443,Along,Bellone,Senior Engineer,68700
412444,Gio,Fritzsche,Senior Engineer,53835
412450,Patricio,Bala,Engineer,52771
412454,Dmitri,Fraisse,Senior Engineer,60835
412457,Mohammed,Chelton,Senior Engineer,40000
412459,Iara,Stroustrup,Senior Engineer,61752
412464,Rosalie,Zedlitz,Engineer,60353
412472,Fai,Conry,Technique Leader,45053
412481,Gal,Montresor,Senior Staff,62007
412498,Otmar,Woycyznski,Senior Engineer,50023
412501,Mart,Grandbois,Staff,50451
412504,Adhemar,Rande,Senior Staff,68770
412516,Lenore,Alameldin,Senior Engineer,56496
412521,Kwangsub,Beerel,Staff,66946
412522,Tayeb,Herber,Senior Staff,66478
412528,Mohit,Bouloucos,Senior Engineer,40000
412538,Moto,Zielinski,Senior Staff,47831
412540,Zorica,Yoshizawa,Engineer,47732
412549,Mari,Journel,Senior Staff,75786
412560,Mari,Barinka,Senior Staff,93313
412563,Petter,Zschoche,Staff,66179
412571,Xianlong,Shumilov,Senior Engineer,40000
412574,Yechiam,Panienski,Senior Engineer,40000
412575,Xiahua,Narahara,Staff,53834
412592,Takahiro,Luit,Senior Staff,40000
412594,Ziva,Kisuki,Staff,40000
412598,Chuanyi,Suwa,Senior Engineer,41463
412605,Gretta,Hiraishi,Technique Leader,40000
412621,Bouchung,Lamparter,Engineer,40000
412631,Gian,Tetzlaff,Senior Engineer,40000
412634,Hilary,Radwan,Engineer,49372
412641,Aram,Speer,Senior Staff,47405
412642,Shin,Felcyn,Senior Staff,41281
412649,Leen,McFarlin,Senior Engineer,40000
412651,Uri,Chelton,Senior Engineer,54764
412660,Leandro,Peral,Senior Staff,58385
412662,Jongsuk,Ushiama,Technique Leader,59413
412663,Luerbio,Klassen,Senior Staff,56517
412665,Panayotis,Babu,Senior Engineer,47359
412685,Augustine,Boyle,Senior Staff,42363
412704,Gen,Panangaden,Engineer,42619
412719,Vesna,Sadowsky,Senior Engineer,45653
412726,Shao,Kruskal,Staff,77123
412728,Shigeaki,Garnier,Staff,48657
412732,Goetz,Marquardt,Senior Staff,64271
412756,Berry,Homond,Engineer,40000
412800,Goetz,Peha,Senior Staff,54810
412804,Aleksandar,Vrecion,Staff,40000
412812,Richard,Pews,Senior Staff,69954
412817,Niclas,Garnier,Senior Staff,40000
412818,Wonhee,Marchesini,Senior Staff,59409
412828,Utpal,Passafiume,Senior Engineer,40000
412834,Sverrir,Mitzlaff,Senior Engineer,40000
412836,Huican,Montemayor,Engineer,40000
412854,Dung,Zedlitz,Assistant Engineer,40000
412857,Jacqueline,Marchesini,Senior Staff,58043
412869,Miomir,Chinin,Technique Leader,41473
412877,Uriel,Sinicrope,Senior Staff,67264
412885,Elvis,Couchot,Senior Engineer,64085
412886,Masamitsu,Bala,Staff,47796
412892,Paloma,Kalorkoti,Senior Engineer,53917
412902,Etsuo,Kaiser,Engineer,56866
412904,Murthy,Schach,Senior Staff,40000
412906,Masadi,Heystek,Technique Leader,66709
412912,Dmitry,Rousseau,Engineer,40000
412913,Aemilian,Furedi,Senior Engineer,44158
412943,Siddarth,Hanabata,Senior Engineer,65240
412950,Garnik,Ouhyoung,Senior Staff,63121
412951,Paris,Barriga,Senior Staff,58625
412954,Rafols,Wissmann,Senior Staff,66493
412964,Jacqueline,Denna,Senior Staff,40000
412970,Khaled,Schaft,Staff,71191
412971,Ger,Fetvedt,Senior Staff,40000
412974,Conor,Wursthorn,Senior Engineer,40000
412993,Hsiangchu,Berstel,Assistant Engineer,51165
412997,Baocai,Samarati,Senior Engineer,40000
413001,Nitsan,Monkewich,Senior Staff,92449
413003,Yifei,Heyers,Engineer,40000
413025,Brigham,Marakhovsky,Senior Engineer,42068
413030,Baocai,Beetstra,Technique Leader,48572
413032,Iara,Spelt,Technique Leader,41692
413035,Tsuneo,Heiserman,Senior Engineer,72403
413040,Gil,Pero,Senior Staff,40000
413052,Martial,England,Staff,88569
413062,Jixiang,Grandbois,Senior Staff,64619
413066,Rayond,Neimat,Senior Engineer,44742
413067,Monique,Basagni,Senior Staff,40000
413071,Muzhong,Benantar,Senior Staff,61425
413081,Arun,Melichar,Engineer,40000
413083,Saeko,Gubsky,Senior Engineer,40000
413109,Jiang,Garnick,Senior Staff,51462
413113,Gita,Morris,Engineer,51483
413117,Stafford,Lichtman,Staff,71911
413118,Becky,Thiria,Senior Engineer,62860
413122,Houman,Erva,Staff,54049
413127,Marke,Gurbaxani,Senior Engineer,40000
413130,Janche,Marzano,Engineer,66448
413133,Quingbo,Schusler,Engineer,40000
413140,Vincent,Demian,Senior Engineer,40000
413143,Guadalupe,Luan,Technique Leader,40000
413144,Changho,Spinelli,Technique Leader,46272
413147,Kwok,Pearson,Staff,72144
413149,Radhika,Dulay,Senior Staff,40000
413154,Patricio,McDermid,Senior Staff,40000
413155,Mrinalini,Zultner,Engineer,40000
413156,Gunilla,Fordan,Assistant Engineer,45176
413159,Atreye,Ligten,Staff,40000
413160,Tadanori,Felcyn,Senior Staff,94214
413161,Tomofumi,Comte,Senior Staff,88624
413162,Turgut,Merks,Senior Engineer,60139
413166,Koldo,Salverda,Senior Staff,61714
413169,Adin,Kropp,Senior Staff,55624
413186,Patricia,Kugler,Senior Staff,40000
413190,Karlis,Thebaut,Technique Leader,58718
413195,Sachin,Halloran,Senior Engineer,58556
413207,Radhia,Solares,Engineer,49003
413208,Conal,Reinhard,Senior Staff,60643
413216,Masaru,Lieberherr,Senior Engineer,48333
413253,Alselm,Daescu,Technique Leader,51928
413268,Salvador,Burnard,Senior Engineer,74279
413278,Utz,Felder,Senior Engineer,40000
413279,Alper,Scallan,Staff,58267
413287,Kitty,Brender,Senior Staff,47658
413288,Kenton,Ramras,Senior Staff,59684
413290,Arto,Montemayor,Engineer,40831
413293,Mohamadou,Kroft,Engineer,75544
413321,Tooru,Chepyzhov,Senior Staff,57315
413328,Sibyl,Stasinski,Senior Engineer,40000
413344,Bluma,Serra,Senior Staff,54753
413349,Sverrir,Pettit,Senior Staff,69641
413355,Luisa,Luby,Engineer,63727
413363,Dayanand,Simmel,Staff,40000
413364,Fay,Encarnacion,Senior Staff,40000
413366,Weiwu,Uhrik,Senior Engineer,55701
413380,Steen,Azumi,Senior Staff,42381
413405,Samphel,Kemmerer,Staff,54085
413406,Elrique,Molberg,Senior Staff,40000
413410,Yongmao,Matzen,Senior Engineer,40000
413417,Hongzue,Bonifati,Senior Engineer,82484
413424,Akeel,Thorensen,Senior Staff,82212
413431,Moss,Denis,Senior Engineer,40304
413441,Fumiko,Koshiba,Senior Staff,50256
413450,Hongzhu,Atrawala,Senior Staff,53738
413452,Siamak,Butterworth,Senior Engineer,56864
413455,Gita,Luca,Senior Staff,75231
413456,Hyuckchul,Schrooten,Senior Staff,52725
413460,Baoqiu,Kawashimo,Senior Staff,40000
413461,Mong,Vickson,Senior Engineer,40000
413462,Gudjon,Bottner,Senior Engineer,40000
413469,Jouko,Einsfeld,Senior Engineer,40000
413474,Gen,Ermel,Engineer,45887
413479,Chenxi,Ambroszkiewicz,Senior Staff,40000
413480,Mang,Peac,Senior Engineer,45013
413482,Along,Marrakchi,Technique Leader,85108
413486,Shigeo,Binding,Senior Staff,67030
413493,Cathie,Schaft,Senior Engineer,40000
413499,Serenella,Berendt,Engineer,88825
413501,Visit,Hartvigsen,Staff,58617
413502,Masamitsu,Danecki,Senior Staff,40000
413504,Flemming,Dayana,Senior Staff,40000
413509,Fumitake,Pappas,Staff,63088
413515,Ayakannu,Nitto,Assistant Engineer,40000
413518,Salvador,Thorelli,Staff,40000
413522,Larisa,Braccini,Senior Staff,56579
413523,Hinrich,Harllee,Senior Staff,51677
413527,Ioana,Gilg,Senior Staff,42962
413534,Matk,Murtafg,Senior Engineer,47524
413544,Arie,Douceur,Senior Engineer,40000
413565,Sudharsan,Spell,Senior Staff,60739
413573,Giordano,Aloia,Staff,90082
413574,Yurij,Kampfer,Senior Staff,56533
413578,Dayanand,Babu,Senior Engineer,60029
413579,Serif,Sinicrope,Senior Staff,41800
413598,Boriana,Lunn,Senior Engineer,66822
413603,Vincent,Ohori,Senior Staff,40000
413609,Rasiah,Rosar,Engineer,41046
413618,Erzsebet,Avouris,Senior Engineer,40000
413620,Sukumar,Kamber,Engineer,42972
413624,Rayond,Simmel,Senior Staff,52061
413626,Haldun,Ashish,Senior Staff,47404
413642,Elliott,Bergere,Senior Staff,75634
413643,Atreyi,Yeung,Senior Engineer,40000
413644,Hatsukazu,Picht,Senior Engineer,62702
413654,Olivera,Birke,Staff,76116
413657,Ronnie,Rande,Senior Staff,40000
413665,Tzu,Shumilov,Senior Engineer,45381
413669,Alejandro,Compeau,Senior Staff,40000
413670,Yucai,Stamatiou,Senior Staff,40000
413674,Przemyslawa,Plotkin,Senior Engineer,44540
413685,Caolyn,Lakshmanan,Staff,66756
413686,Youngkon,Oskamp,Technique Leader,44614
413693,Karsten,Suri,Senior Staff,40000
413696,Baoqiu,Sundgren,Assistant Engineer,44623
413706,Faiza,Lorys,Staff,62161
413716,Samphel,Straney,Engineer,56841
413726,Abdulah,Kirkerud,Senior Engineer,80773
413736,Vitali,Fiebach,Senior Staff,40000
413739,Ohad,Pouyioutas,Staff,40000
413751,Kwun,Wegerle,Senior Engineer,44746
413752,Christophe,Anger,Technique Leader,40000
413753,Rosalyn,Shihab,Engineer,42987
413774,Jacqueline,Butterworth,Senior Staff,44634
413779,Denny,Stroustrup,Technique Leader,40000
413785,Bluma,Mitsuhashi,Senior Engineer,57157
413791,Jiong,Zaumen,Senior Staff,60814
413797,Tesuya,Perfilyeva,Senior Staff,40000
413805,Xinglin,Undy,Senior Staff,60843
413813,Franziska,Pesch,Senior Engineer,40000
413814,Genevieve,Pulkowski,Senior Engineer,46145
413821,Lein,Felcyn,Technique Leader,40000
413825,Divine,Ertl,Senior Engineer,43622
413830,Shay,Kowalchuk,Senior Staff,40000
413839,Mostafa,Herath,Senior Engineer,47019
413846,Nitsan,Chiola,Technique Leader,40000
413847,Mart,Remmele,Senior Staff,57361
413854,Taizo,Viele,Senior Staff,40000
413855,Marit,Sooriamurthi,Senior Staff,58248
413859,Uma,Gulik,Senior Staff,52316
413863,Godehard,Gips,Engineer,50710
413876,Tianruo,Birrer,Senior Staff,40000
413888,Spyrose,Ranze,Senior Staff,68273
413905,Piyawadee,Gelosh,Engineer,55848
413908,Hein,Stassinopoulos,Senior Staff,40000
413911,Siamak,Karlin,Senior Engineer,65383
413914,Rajmohan,Covnot,Senior Engineer,40000
413916,Freyja,Luks,Senior Staff,59013
413919,Shushma,Nergos,Staff,75168
413930,Gil,Ferriere,Senior Engineer,54945
413941,Perla,Beetstra,Engineer,55992
413967,Sandeepan,Peyn,Engineer,52672
413977,Oksana,Lubachevsky,Technique Leader,40000
413979,Chaitali,Marquardt,Technique Leader,49128
413985,Neelam,Coombs,Senior Staff,52233
413986,Nechama,Rassart,Senior Staff,68230
413988,Elrique,Openshaw,Senior Engineer,40000
414006,Hongzue,Mikschl,Staff,45603
414007,Karoline,Luga,Engineer,40000
414018,Adas,Berendt,Senior Staff,61964
414021,Dekang,Feinberg,Senior Staff,61410
414029,Leni,Bach,Technique Leader,40000
414032,Taisook,Baba,Senior Engineer,43959
414054,Yongdong,Suppi,Senior Engineer,40039
414055,Yannis,Barbanera,Staff,53900
414057,Faiza,Suri,Staff,85292
414066,Morris,Giarratana,Senior Engineer,47514
414083,Heping,Minakawa,Staff,43658
414088,Khun,Marakhovsky,Staff,97912
414090,Bernice,Peek,Staff,56475
414099,Sadok,Alpin,Senior Engineer,40000
414113,Subhash,Zeleznik,Senior Staff,73796
414124,Moty,Luders,Senior Engineer,57834
414129,Kristof,Speer,Senior Staff,40000
414134,Maja,Molberg,Senior Staff,40000
414146,Laurentiu,Snyers,Senior Engineer,44802
414148,Pranjal,Collette,Technique Leader,40000
414155,Doowon,Nitsch,Senior Staff,40000
414162,Maik,Granlund,Senior Engineer,50745
414164,Marsja,Pouyioutas,Senior Staff,40000
414175,Ipke,Luders,Senior Staff,67728
414177,Hideo,Schrooten,Senior Engineer,40000
414186,Satosi,Miara,Senior Engineer,47712
414188,Taizo,Juneja,Senior Staff,76646
414191,Arnd,Nanard,Staff,87754
414195,Gal,Vilarrasa,Senior Staff,64706
414206,Yonghong,Picci,Senior Engineer,53810
414210,Xiaopeng,Msuda,Senior Engineer,50199
414211,Jaewoo,Pelc,Senior Engineer,40000
414217,Demos,Binding,Senior Engineer,57136
414218,Shugo,Kusakari,Senior Engineer,40000
414221,Golgen,Hooghiemstra,Senior Engineer,55479
414222,Pantung,Nitta,Senior Staff,40000
414245,Domenico,Krupka,Senior Engineer,60731
414251,Akeno,Kulisch,Senior Engineer,40000
414252,Sedat,Pouyioutas,Senior Staff,56528
414255,Mats,Spelt,Senior Staff,73687
414264,Sandeepan,Nergos,Senior Staff,83780
414265,Shigeichiro,Cunliffe,Senior Engineer,40000
414269,Jamaludin,Flowers,Senior Staff,51323
414271,Sanjit,Kermarrec,Staff,40000
414277,Dung,Waleschkowski,Senior Engineer,63292
414279,Koldo,Stassinopoulos,Technique Leader,50122
414282,Cristinel,Uehara,Technique Leader,52268
414286,Remmert,Stiles,Engineer,65165
414295,Alejandra,Streng,Staff,53987
414301,Bernardo,Streit,Senior Engineer,48826
414308,Leaf,Piveteau,Senior Staff,53796
414309,Freyja,Pramanik,Staff,53593
414317,Shem,Lamma,Technique Leader,62528
414331,Along,Azuma,Engineer,57646
414338,Yefim,Makinen,Senior Staff,66785
414344,Saeko,Lichtman,Assistant Engineer,54801
414355,Subhankar,Przulj,Senior Staff,76934
414356,Gurbir,Cooley,Senior Staff,62823
414360,Marc,Stille,Senior Staff,77408
414371,Pohua,Beznosov,Senior Engineer,40000
414381,King,Thombley,Senior Engineer,42567
414395,Sanjeeva,Pashtan,Engineer,40000
414400,Stella,Dayang,Senior Staff,69995
414437,Remko,Zizka,Engineer,50729
414440,Basem,Gniady,Senior Staff,63291
414442,Jiafu,Ashish,Senior Engineer,57184
414448,Navin,Merli,Engineer,52086
414450,Theron,Bednarek,Senior Staff,82188
414466,Sastry,Chinal,Technique Leader,55599
414482,Maya,Baalen,Senior Staff,85041
414492,Emdad,Azevdeo,Senior Engineer,40906
414503,Gio,Aloia,Senior Engineer,40703
414509,Yakkov,Pfau,Staff,46333
414523,Adamantios,Pavlopoulou,Engineer,87392
414553,Djelloul,Brodal,Senior Engineer,43539
414565,Hairong,Erol,Engineer,47826
414588,Mamdouh,Varker,Senior Engineer,53329
414601,Mohammed,Kranzdorf,Senior Engineer,49013
414604,Pranjal,Snedden,Senior Engineer,41452
414606,Sachin,Vieri,Senior Staff,50134
414614,Shigenori,Greenaway,Senior Engineer,66167
414624,Danai,Heystek,Senior Engineer,40000
414625,Arun,Valiente,Senior Staff,61570
414628,Mahmut,McAlpine,Senior Staff,40000
414636,Valery,Falck,Engineer,41046
414640,Aran,Soicher,Staff,76258
414644,Janalee,Passino,Engineer,50052
414649,Xiaoqiu,Herath,Senior Engineer,47299
414652,Make,Cronan,Technique Leader,66346
414655,Constantino,Taubman,Senior Engineer,52343
414661,Bowen,Pouyioutas,Technique Leader,40000
414666,Fai,Alpay,Senior Staff,51501
414670,Udi,Dulin,Senior Staff,40000
414673,Khue,Farris,Technique Leader,40000
414698,Katsuo,Yavatkar,Senior Engineer,46330
414699,Barun,Spieker,Engineer,61092
414701,Xiaoheng,Aumann,Senior Staff,69105
414705,Shaz,Bernatsky,Engineer,54370
414708,Gift,Wielonsky,Senior Engineer,40000
414735,Mitsuyuki,Rosen,Senior Staff,71931
